"transaction_id","amount","user_id","hour","merchant","location","card_type","risk_score","fraud_reason","risk_level","is_fraud_flag","time","diff"
"76A0A55B","3037.69","USER_0030","16","BookMyShow","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125366772","1"
"A7214569","3830.58","USER_0042","0","Amazon","Delhi","RuPay","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366772","1"
"39E0407E","1049.36","USER_0022","11","Swiggy","Pune","Amex","0","CLEAN","CLEAN","False","1772125366772","1"
"2D64B7EB","2321.24","USER_0042","4","IRCTC","Bangalore","Mastercard","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366776","1"
"E1061399","2458.38","USER_0023","12","CasinoRoyal","Delhi","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366776","1"
"AD5307F4","2243.48","USER_0023","19","Zomato","Surat","Amex","0","CLEAN","CLEAN","False","1772125366776","1"
"7E491CFF","300.19","USER_0044","22","Flipkart","Mumbai","RuPay","0","CLEAN","CLEAN","False","1772125366776","1"
"6D1EB8E4","340.9","USER_0049","17","Amazon","Kolkata","Amex","0","CLEAN","CLEAN","False","1772125366776","1"
"5DAE813C","3548.55","USER_0037","10","Reliance Mart","Ahmedabad","Amex","0","CLEAN","CLEAN","False","1772125366776","1"
"2AF743A1","14566.57","USER_0006","3","Uber","Hyderabad","Amex","90","HIGH AMOUNT ($14,566.57 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366776","1"
"B6811F52","576.76","USER_0024","14","WireTransfer_Global","Bangalore","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366776","1"
"9B10BDB6","2310.67","USER_0043","12","Flipkart","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125366776","1"
"68A31EC5","18684.27","USER_0027","3","MedPlus Pharmacy","Chennai","Amex","90","HIGH AMOUNT ($18,684.27 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366776","1"
"82385092","1438.57","USER_0023","3","Netflix","Jaipur","Mastercard","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366776","1"
"F413646E","2603.83","USER_0013","21","Flipkart","Mumbai","RuPay","0","CLEAN","CLEAN","False","1772125366776","1"
"C4129609","2238.05","USER_0011","12","BigBasket","Hyderabad","RuPay","0","CLEAN","CLEAN","False","1772125366776","1"
"1ABE6CA7","4027.45","USER_0035","7","IRCTC","Surat","Amex","0","CLEAN","CLEAN","False","1772125366778","1"
"D7B34D1F","20355.74","USER_0035","3","Netflix","Delhi","Mastercard","90","HIGH AMOUNT ($20,355.74 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125366778","1"
"E05FC73C","557.77","USER_0019","8","Flipkart","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125366778","1"
"1B25A6AA","2713.3","USER_0003","8","CasinoRoyal","Surat","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366778","1"
"F3C0CF47","4270.84","USER_0024","18","Myntra","Kolkata","RuPay","0","CLEAN","CLEAN","False","1772125366778","1"
"07E1C7F7","733.89","USER_0002","6","Swiggy","Hyderabad","Amex","0","CLEAN","CLEAN","False","1772125366778","1"
"B45F47A9","4404.6","USER_0034","15","Reliance Mart","Mumbai","RuPay","0","CLEAN","CLEAN","False","1772125366778","1"
"DE8764D5","3300.15","USER_0032","19","Myntra","Ahmedabad","Visa","0","CLEAN","CLEAN","False","1772125366778","1"
"8EFFDEC5","2343.02","USER_0033","10","Myntra","Bangalore","Visa","0","CLEAN","CLEAN","False","1772125366780","1"
"B5F7361C","1543.62","USER_0040","16","Zomato","Ahmedabad","Visa","0","CLEAN","CLEAN","False","1772125366780","1"
"2BB4D864","1920.82","USER_0047","0","IRCTC","Kolkata","Amex","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366780","1"
"712FFEE8","2357.82","USER_0029","13","Uber","Pune","Visa","0","CLEAN","CLEAN","False","1772125366780","1"
"ECDF7B37","3812.07","USER_0016","5","Ola","Surat","Amex","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366780","1"
"ACDA1060","2643.3","USER_0037","19","Myntra","Chennai","Mastercard","0","CLEAN","CLEAN","False","1772125366780","1"
"FF5924E7","778.27","USER_0043","21","Swiggy","Hyderabad","RuPay","0","CLEAN","CLEAN","False","1772125366780","1"
"1AADCD53","4366.65","USER_0004","23","D-Mart","Jaipur","RuPay","0","CLEAN","CLEAN","False","1772125366780","1"
"DC4F450F","2384.17","USER_0011","7","Reliance Mart","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125366784","1"
"215411A1","3187.21","USER_0039","5","Netflix","Surat","RuPay","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366784","1"
"9A312BE7","24475.1","USER_0004","1","WireTransfer_Global","Surat","Visa","100","HIGH AMOUNT ($24,475.10 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366784","1"
"526C12A5","1551.55","USER_0034","23","BigBasket","Kolkata","Mastercard","0","CLEAN","CLEAN","False","1772125366784","1"
"B9486EAD","81.45","USER_0049","22","CasinoRoyal","Pune","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366784","1"
"2DEEA9B1","3689.33","USER_0031","19","Reliance Mart","Bangalore","Mastercard","0","CLEAN","CLEAN","False","1772125366784","1"
"D3BB8BA8","2143.76","USER_0035","23","Amazon","Mumbai","RuPay","0","CLEAN","CLEAN","False","1772125366784","1"
"7E862692","2080.66","USER_0036","11","CasinoRoyal","Bangalore","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366784","1"
"07C34B28","4324.32","USER_0041","12","Zomato","Bangalore","Mastercard","0","CLEAN","CLEAN","False","1772125366784","1"
"6FFEE2DD","542.92","USER_0046","16","Zomato","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125366786","-1"
"F675E945","2019.53","USER_0024","5","D-Mart","Hyderabad","Amex","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366786","-1"
"11328F66","1692.84","USER_0047","12","MedPlus Pharmacy","Bangalore","Amex","0","CLEAN","CLEAN","False","1772125366786","-1"
"969EC212","3101.76","USER_0045","23","CasinoRoyal","Pune","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366786","-1"
"890BFA28","2608.23","USER_0043","10","Swiggy","Ahmedabad","Mastercard","0","CLEAN","CLEAN","False","1772125366786","-1"
"3B71424A","4405.24","USER_0043","9","CasinoRoyal","Hyderabad","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366786","1"
"F83FF84C","15568.84","USER_0015","5","WireTransfer_Global","Pune","Mastercard","100","HIGH AMOUNT ($15,568.84 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366786","1"
"6DCCE0D0","22952.87","USER_0047","4","CryptoExchange_BuyBit","Pune","RuPay","100","HIGH AMOUNT ($22,952.87 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125366786","1"
"37DF6662","3656.66","USER_0047","5","BigBasket","Hyderabad","Mastercard","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125366786","1"
"74192EE3","3316.51","USER_0007","7","CasinoRoyal","Chennai","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125366786","1"
"699D2BA1","23548.13","USER_0003","0","Ola","Chennai","RuPay","90","HIGH AMOUNT ($23,548.13 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125368554","-1"
"26B4725C","1769.94","USER_0020","9","D-Mart","Jaipur","RuPay","0","CLEAN","CLEAN","False","1772125368554","-1"
"850560E7","1535.39","USER_0031","13","Netflix","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125368554","-1"
"B6D71B10","1378.51","USER_0031","12","IRCTC","Bangalore","Visa","0","CLEAN","CLEAN","False","1772125368554","-1"
"6A0B7FFB","2454.04","USER_0042","15","BookMyShow","Hyderabad","Mastercard","0","CLEAN","CLEAN","False","1772125368554","-1"
"1E477C5E","3429.65","USER_0004","7","MedPlus Pharmacy","Bangalore","Mastercard","0","CLEAN","CLEAN","False","1772125368554","1"
"BFC5AFE4","1450.98","USER_0012","14","Myntra","Jaipur","Amex","0","CLEAN","CLEAN","False","1772125368554","1"
"0DA22286","818.32","USER_0035","23","Zomato","Surat","Amex","0","CLEAN","CLEAN","False","1772125368554","1"
"974363D4","6023.1","USER_0017","1","Zomato","Jaipur","Amex","90","HIGH AMOUNT ($6,023.10 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125371554","-1"
"03270942","2118.06","USER_0020","17","MedPlus Pharmacy","Ahmedabad","Amex","0","CLEAN","CLEAN","False","1772125371554","-1"
"46A00A60","3795.0","USER_0001","21","CryptoExchange_BuyBit","Kolkata","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125371554","-1"
"5EAAE062","3929.84","USER_0046","12","Flipkart","Bangalore","Visa","0","CLEAN","CLEAN","False","1772125371554","-1"
"69A1D7BE","1021.45","USER_0027","15","CryptoExchange_BuyBit","Mumbai","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125371554","-1"
"27640F32","8494.45","USER_0037","3","WireTransfer_Global","Hyderabad","Amex","100","HIGH AMOUNT ($8,494.45 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125371554","-1"
"82A48C61","1901.55","USER_0041","19","IRCTC","Jaipur","Mastercard","0","CLEAN","CLEAN","False","1772125371554","-1"
"FFF2AA9E","201.48","USER_0035","15","BookMyShow","Pune","RuPay","0","CLEAN","CLEAN","False","1772125371554","1"
"8C02765A","2045.75","USER_0030","22","Swiggy","Ahmedabad","Amex","0","CLEAN","CLEAN","False","1772125371554","1"
"33A754AF","2188.49","USER_0006","3","Reliance Mart","Delhi","Mastercard","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125371554","1"
"F01DA799","1996.95","USER_0048","11","CryptoExchange_BuyBit","Jaipur","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125371554","1"
"22DBE039","2736.83","USER_0028","11","Zomato","Delhi","Mastercard","0","CLEAN","CLEAN","False","1772125371554","1"
"B6216AAD","3120.36","USER_0007","7","BookMyShow","Pune","RuPay","0","CLEAN","CLEAN","False","1772125374554","-1"
"3988FC60","4385.33","USER_0021","10","IRCTC","Jaipur","Amex","0","CLEAN","CLEAN","False","1772125374554","-1"
"E45BDF8B","1326.31","USER_0040","17","Ola","Jaipur","Visa","0","CLEAN","CLEAN","False","1772125374554","-1"
"05A36F93","928.93","USER_0026","13","Amazon","Bangalore","Mastercard","0","CLEAN","CLEAN","False","1772125374554","-1"
"541EF8CB","3222.86","USER_0040","9","BigBasket","Surat","Amex","0","CLEAN","CLEAN","False","1772125374554","-1"
"197BEBBD","4339.31","USER_0034","15","Uber","Chennai","Mastercard","0","CLEAN","CLEAN","False","1772125374554","-1"
"383D8211","4334.44","USER_0016","6","MedPlus Pharmacy","Chennai","RuPay","0","CLEAN","CLEAN","False","1772125374554","-1"
"E9094BA5","23078.99","USER_0021","1","Myntra","Jaipur","Visa","90","HIGH AMOUNT ($23,078.99 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125374554","1"
"BF4AEEF6","3714.15","USER_0028","0","Flipkart","Hyderabad","Visa","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125374554","1"
"8AD93D45","772.98","USER_0005","21","WireTransfer_Global","Kolkata","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125374554","1"
"B579C030","1012.46","USER_0042","17","MedPlus Pharmacy","Bangalore","Mastercard","0","CLEAN","CLEAN","False","1772125374554","1"
"FEE5ECB3","2654.39","USER_0026","1","WireTransfer_Global","Jaipur","Visa","75","OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125375236","-1"
"FF8A8271","10757.95","USER_0014","1","Swiggy","Mumbai","Amex","90","HIGH AMOUNT ($10,757.95 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125375236","-1"
"84555A13","1241.69","USER_0045","3","Amazon","Bangalore","Visa","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125375236","-1"
"C085D189","3358.64","USER_0050","11","Swiggy","Bangalore","Visa","0","CLEAN","CLEAN","False","1772125375236","-1"
"24094DC1","659.59","USER_0048","11","MedPlus Pharmacy","Kolkata","Mastercard","0","CLEAN","CLEAN","False","1772125375236","-1"
"E0F94E67","3446.45","USER_0007","18","Netflix","Mumbai","Mastercard","0","CLEAN","CLEAN","False","1772125375236","-1"
"C7B302E2","2554.37","USER_0010","7","Myntra","Delhi","Amex","0","CLEAN","CLEAN","False","1772125375236","-1"
"21E1D9FF","855.26","USER_0027","18","MedPlus Pharmacy","Hyderabad","Mastercard","0","CLEAN","CLEAN","False","1772125375236","-1"
"208948DC","1937.64","USER_0050","18","Uber","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125375236","1"
"DFE11748","3038.04","USER_0007","10","Ola","Chennai","RuPay","0","CLEAN","CLEAN","False","1772125375236","1"
"D449B958","1250.68","USER_0045","18","IRCTC","Mumbai","Visa","0","CLEAN","CLEAN","False","1772125375236","1"
"EC76BA34","3919.27","USER_0004","12","Uber","Mumbai","Amex","0","CLEAN","CLEAN","False","1772125375236","1"
"E54F36D1","2518.85","USER_0035","7","Uber","Surat","Visa","0","CLEAN","CLEAN","False","1772125375236","1"
"3F1A7DED","4031.02","USER_0008","5","IRCTC","Hyderabad","Visa","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125375236","1"
"3E9DE031","2027.93","USER_0022","8","BookMyShow","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125375236","1"
"DEF055BA","1465.09","USER_0034","20","Uber","Surat","Visa","0","CLEAN","CLEAN","False","1772125377554","-1"
"BC1F4F09","2914.54","USER_0037","10","Myntra","Bangalore","Visa","0","CLEAN","CLEAN","False","1772125377554","-1"
"2E5C48BD","4095.27","USER_0038","10","Amazon","Delhi","Visa","0","CLEAN","CLEAN","False","1772125377554","-1"
"A5F568C2","6693.61","USER_0003","1","Flipkart","Ahmedabad","Visa","90","HIGH AMOUNT ($6,693.61 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125377554","1"
"883D2CD8","1756.35","USER_0038","0","MedPlus Pharmacy","Delhi","Visa","50","OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125377554","1"
"17EFD6F6","1513.87","USER_0050","16","WireTransfer_Global","Hyderabad","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125377554","1"
"1FBC2FA5","452.51","USER_0001","10","IRCTC","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125377554","1"
"61415FA6","6129.89","USER_0043","4","IRCTC","Ahmedabad","RuPay","90","HIGH AMOUNT ($6,129.89 > $5000) | OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125378554","-1"
"F6CEA50F","4048.75","USER_0024","4","CryptoExchange_BuyBit","Pune","RuPay","75","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125378554","-1"
"F3992E26","4384.7","USER_0008","2","WireTransfer_Global","Chennai","Mastercard","75","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125378554","-1"
"71A2CC87","2295.69","USER_0007","21","CasinoRoyal","Surat","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125378554","-1"
"9EFEA614","2244.9","USER_0039","7","BookMyShow","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125378554","1"
"38ECABDD","1797.89","USER_0015","10","Zomato","Mumbai","Mastercard","0","CLEAN","CLEAN","False","1772125378554","1"
"8EC4B72F","2811.29","USER_0008","9","IRCTC","Surat","Mastercard","0","CLEAN","CLEAN","False","1772125378554","1"
"010EBFDD","545.48","USER_0011","12","Netflix","Surat","RuPay","0","CLEAN","CLEAN","False","1772125378554","1"
"74B08C84","500.07","USER_0011","10","Zomato","Chennai","RuPay","0","CLEAN","CLEAN","False","1772125378554","1"
"F61FD328","472.85","USER_0046","9","Netflix","Kolkata","Amex","0","CLEAN","CLEAN","False","1772125378554","1"
"42165001","920.92","USER_0003","20","BookMyShow","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125378554","1"
"EB5B1510","3816.73","USER_0005","5","Ola","Kolkata","RuPay","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125381554","-1"
"A2C5C85A","3829.74","USER_0007","22","CasinoRoyal","Chennai","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125381554","-1"
"A6998449","3922.97","USER_0026","18","CryptoExchange_BuyBit","Bangalore","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125381554","-1"
"E57136D2","4394.62","USER_0025","12","Amazon","Hyderabad","Amex","0","CLEAN","CLEAN","False","1772125381554","-1"
"A07A061F","2722.14","USER_0010","4","Reliance Mart","Mumbai","Mastercard","50","OFF-HOURS (hour=4:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125381554","-1"
"34732C36","3815.46","USER_0040","9","IRCTC","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125381554","-1"
"A71B98A0","12210.25","USER_0034","5","Netflix","Ahmedabad","RuPay","90","HIGH AMOUNT ($12,210.25 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125381554","-1"
"EFB44DF5","816.72","USER_0027","12","CryptoExchange_BuyBit","Bangalore","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125381554","1"
"2936E8C4","303.24","USER_0016","8","Netflix","Bangalore","Visa","0","CLEAN","CLEAN","False","1772125381554","1"
"59E66A06","2145.96","USER_0045","19","IRCTC","Ahmedabad","Mastercard","0","CLEAN","CLEAN","False","1772125381554","1"
"90555FB8","21274.68","USER_0029","5","D-Mart","Hyderabad","Amex","90","HIGH AMOUNT ($21,274.68 > $5000) | OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125381554","1"
"A8D538D9","4445.21","USER_0031","21","Netflix","Pune","Mastercard","0","CLEAN","CLEAN","False","1772125381554","1"
"6E3956AF","1443.38","USER_0018","9","Flipkart","Pune","Visa","0","CLEAN","CLEAN","False","1772125381554","1"
"FEE6786D","8822.14","USER_0034","0","CasinoRoyal","Surat","Amex","100","HIGH AMOUNT ($8,822.14 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125381554","1"
"D3E511C2","2088.4","USER_0013","19","CasinoRoyal","Kolkata","RuPay","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125383554","-1"
"BC7AE2A2","3582.22","USER_0005","5","Reliance Mart","Jaipur","Mastercard","50","OFF-HOURS (hour=5:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125383554","-1"
"CF3A0835","8533.98","USER_0017","1","Netflix","Pune","Amex","90","HIGH AMOUNT ($8,533.98 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125383554","-1"
"516E07D7","18641.59","USER_0028","2","Netflix","Jaipur","Mastercard","90","HIGH AMOUNT ($18,641.59 > $5000) | OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125383554","1"
"027D846E","3198.91","USER_0028","7","Amazon","Jaipur","Amex","0","CLEAN","CLEAN","False","1772125383554","1"
"70EEE039","2284.37","USER_0018","2","BookMyShow","Surat","RuPay","50","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125383554","1"
"07421C5E","2019.28","USER_0046","9","Flipkart","Surat","Visa","0","CLEAN","CLEAN","False","1772125386554","-1"
"A85AE6F7","3307.59","USER_0044","6","CasinoRoyal","Mumbai","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125386554","-1"
"691B43BA","1422.43","USER_0026","14","Myntra","Jaipur","Mastercard","0","CLEAN","CLEAN","False","1772125386554","-1"
"4A7846F7","432.74","USER_0008","16","IRCTC","Kolkata","Mastercard","0","CLEAN","CLEAN","False","1772125386554","-1"
"3778918E","224.07","USER_0050","8","BigBasket","Chennai","RuPay","0","CLEAN","CLEAN","False","1772125386554","1"
"9715DE0F","725.63","USER_0010","11","BigBasket","Surat","RuPay","0","CLEAN","CLEAN","False","1772125386554","1"
"8DDEEF23","2955.15","USER_0035","8","CasinoRoyal","Ahmedabad","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125386554","1"
"FEEF8283","1745.08","USER_0037","19","CryptoExchange_BuyBit","Mumbai","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125386554","1"
"E7F93139","14718.68","USER_0035","1","Uber","Bangalore","Amex","90","HIGH AMOUNT ($14,718.68 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125386554","1"
"8F31A8BB","6197.82","USER_0038","0","Swiggy","Delhi","RuPay","90","HIGH AMOUNT ($6,197.82 > $5000) | OFF-HOURS (hour=0:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125386554","1"
"BFA7D170","2418.61","USER_0005","12","Flipkart","Ahmedabad","Visa","0","CLEAN","CLEAN","False","1772125386554","1"
"DCA66C03","4374.49","USER_0031","10","Myntra","Pune","RuPay","0","CLEAN","CLEAN","False","1772125387554","-1"
"B54AE20B","1350.06","USER_0001","14","D-Mart","Hyderabad","RuPay","0","CLEAN","CLEAN","False","1772125387554","-1"
"62C4244E","2501.44","USER_0021","6","WireTransfer_Global","Delhi","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125387554","-1"
"2CF4F8FC","2796.97","USER_0029","8","Amazon","Delhi","Amex","0","CLEAN","CLEAN","False","1772125387554","-1"
"41266D7E","13079.15","USER_0011","3","Swiggy","Surat","Mastercard","90","HIGH AMOUNT ($13,079.15 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125387554","-1"
"A7D8690F","1889.52","USER_0020","17","WireTransfer_Global","Mumbai","Mastercard","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125387554","-1"
"C56A6E0F","1636.31","USER_0005","21","WireTransfer_Global","Kolkata","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125387554","-1"
"CA7605C5","1343.09","USER_0028","2","WireTransfer_Global","Chennai","RuPay","75","OFF-HOURS (hour=2:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours) | HIGH-RISK MERCHANT CATEGORY","CRITICAL","True","1772125387554","1"
"195C54DB","13341.04","USER_0002","3","Myntra","Hyderabad","Mastercard","90","HIGH AMOUNT ($13,341.04 > $5000) | OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125387554","1"
"ED2347D1","3394.92","USER_0048","13","WireTransfer_Global","Hyderabad","RuPay","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125387554","1"
"1A2A19D9","2744.71","USER_0037","23","Zomato","Hyderabad","Mastercard","0","CLEAN","CLEAN","False","1772125387554","1"
"5F3922BE","488.53","USER_0011","11","WireTransfer_Global","Pune","Amex","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125387554","1"
"9C5E45C0","3388.9","USER_0039","20","Zomato","Chennai","Amex","0","CLEAN","CLEAN","False","1772125387554","1"
"4AA77A1D","252.11","USER_0015","9","Ola","Ahmedabad","RuPay","0","CLEAN","CLEAN","False","1772125390554","-1"
"CE22F1D3","2355.21","USER_0023","21","Myntra","Delhi","RuPay","0","CLEAN","CLEAN","False","1772125390554","-1"
"8D929AD8","4188.29","USER_0037","11","MedPlus Pharmacy","Bangalore","RuPay","0","CLEAN","CLEAN","False","1772125390554","-1"
"F4D7B53D","3547.29","USER_0037","6","Reliance Mart","Pune","RuPay","0","CLEAN","CLEAN","False","1772125390554","-1"
"5D998E0A","1940.18","USER_0010","22","Reliance Mart","Hyderabad","Mastercard","0","CLEAN","CLEAN","False","1772125390554","-1"
"1698024A","4025.7","USER_0015","11","IRCTC","Hyderabad","Mastercard","0","CLEAN","CLEAN","False","1772125390554","1"
"1EAE5D63","2951.25","USER_0025","7","CryptoExchange_BuyBit","Delhi","RuPay","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125390554","1"
"AAE96258","1394.92","USER_0022","3","D-Mart","Surat","RuPay","50","OFF-HOURS (hour=3:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","HIGH","True","1772125390554","1"
"24DC0A00","17308.06","USER_0039","1","Reliance Mart","Chennai","RuPay","90","HIGH AMOUNT ($17,308.06 > $5000) | OFF-HOURS (hour=1:00, between 00:00-06:00) | CRITICAL COMBO (high-value + off-hours)","CRITICAL","True","1772125390554","1"
"FDE02D8C","959.65","USER_0011","16","WireTransfer_Global","Jaipur","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125390554","1"
"BACF98A0","3180.56","USER_0049","6","MedPlus Pharmacy","Kolkata","RuPay","0","CLEAN","CLEAN","False","1772125390554","1"
"69C49A56","460.15","USER_0014","20","CryptoExchange_BuyBit","Surat","Visa","25","HIGH-RISK MERCHANT CATEGORY","LOW","False","1772125391554","-1"
